,hash,message,buggy
3934,86ebaaf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12054 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3935,d3d9748,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12023 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3936,15149f6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12024 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3937,e5e877d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12025 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3938,e09f40c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12028 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3939,2da52d8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12029 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3940,0d2f6d9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12030 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3941,58a7b47,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12031 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3942,53ae7f0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12032 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3943,3cf8560,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12033 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3944,3b6deb5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12034 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3945,2114189,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12035 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3946,29f66ff,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12037 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3947,f089c20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12038 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3948,8ac75c4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12039 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3949,3545d44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12040 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3950,3cfef73,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12041 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3951,30361f0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12042 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3952,6476299,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12043 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3953,0fc38af,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12047 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3954,85d9a31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12048 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3955,e715065,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12049 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3956,2e521b2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12050 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3957,4e3bc9d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12053 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3958,bf0c18a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15557 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3959,402b7a7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15072 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3960,ee4a1f0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15559 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3961,8f18c28,add crude check to print warning when using compute cnp/atom on multi-type system,0
3962,611bb6f,Reduce memory churn in pair_table_rx_kokkos,0
3963,6f24c58,Reduce memory churn in fix_rx_kokkos,0
3964,43cfa10,Reduce memory churn in pair_multi_lucy_rx_kokkos,0
3965,5c1d17d,Updating Kokkos lib to v2.03.05,0
3966,00ce15d,Remove tpls dir,0
3967,046900c,Merge pull request #26 from timattox/USER-DPD_GBhacks_optimize,0
3968,be476c9,MAINT: Turned 'global' options into a 'thermo yes'/'thermo no' option that enables dumping of thermo data to the netcdf file.,0
3969,d51cee1,MAINT: Turned 'global' options into a 'thermo yes'/'thermo no' option that enables dumping of thermo data to the netcdf file (for parallel NetCDF/MPIIO variant).,0
3970,bd83c7c,MAINT: Updated contact data and fixed typos.,0
3971,10d2e7c,MAINT: DumpNetCDF and DumpNetCDFMPIIO need access to thermo output.,0
3972,c81bc10,DOC: Updated dump_modify and dump netcdf documentation.,0
3973,bdf0375,MAINT: Simplified GPL headers.,0
3974,3c8e75a,Add missing sync/modify to fix_shardlow_kokkos,0
3975,9222278,match reax/c pair style variants against prefix and not full name,0
3976,64e8000,expand error message requiring a reax/c derived pair style,0
3977,d3a863e,when identifying molecules/clusters fall back to unfiltered coordinates for ghost atoms,0
3978,2f6bbcf,"output detailed multi-thread performance data only with ""timer full""",0
3979,bab292b,Create package USER-MEAMC,0
3980,7c7468f,Change c->cpp for better integration with makefile,0
3981,d3f3154,Reformat code with clang-format (Mozilla style guide),0
3982,03c93b3,Convert to C++  allow multiple instances,0
3983,4c69bbc,apply rigid body check to displace_atoms command,0
3984,a849f35,adjust compute cnp/atom to match the documentation. need to skip atoms not in compute group.,0
3985,afd4f5b,Merge branch 'collected-small-changes' of github.com:akohlmey/lammps into collected-small-changes,0
3986,31a734b,sbmask function should be flagged as const indicating no side effects,0
3987,2e72897,make pair styles lj/cut/tip4p/long/omp  lj/long/tip4p/long and lj/long/tip4p/long/omp consistent with the reset of tip4p styles,0
3988,0034d2d,apply the rigid body checks to some more example codes,0
3989,85e917a,integrate compute cnp/atom contributed by Paulo Branicio (USC),0
3990,2b3c124,add example input for compute cnp/atom,0
3991,3c0cef9,Merge branch 'fix_domain_pointer' of https://github.com/andeplane/lammps into collected-small-changes,0
3992,3025996,Merge branch 'master' into add-user-reaxc-omp,0
3993,af5f196,remove no longer correct sentence from set command docs,0
3994,e03cc99,made the command options more lammps standard style,0
3995,ff58cca,add clarification to impact of special bonds to manybody potentials,0
3996,95d6f05,add 3 APIs to Modify for checking if atoms overlap with any rigid fixes,0
3997,968de85,apply test for overlap with rigid bodies to set and velocity command,0
3998,ed50bd2,Removing unnecessary fences,0
3999,3a01836,simplify code for rigid body overlap checks,0
4000,99ef36f,MAINT: Switched NetCDF from 64BIT_OFFSET to 64BIT_DATA which can handle frames (of unlimited dimension) > 2 GB. This becomes important for system sizes 100 Mio atoms and upwards.,0
4001,deff6c6,"add flag ""reinit"" with args ""yes"" / ""no"" to fixes rigid & rigid/small",0
4002,d437650,make certain Domain::box_change is initialized before use,0
4003,13643e1,Merge branch 'USER-MANIFOLD-gaussian-bump',0
4004,18dee3f,Added Gaussian bump. Updated e-mail address.,0
4005,cd67eaa,update e-mail and affiliation for stefan paquay in USER-MANIFOLD related files,0
4006,0c1b87c,Merge branch 'collected-small-changes' of github.com:akohlmey/lammps into collected-small-changes,0
4007,5cb5679,alias pair style lj/sf to lj/smooth/linear and remove/update related files,0
4008,04ebd81,minor whitespace cleanup,0
4009,1f9504c,some more bookkeeping updates triggered by the lj/sf style removal,0
4010,a2edef7,local variable fp in pair style eam/cd was shadowing class member. renamed local variable to fptr,0
4011,0691516,whitespace cleanup,0
4012,afed8bb,make changes to pass compilation test,0
4013,df55a90,some example input file tweaks,0
4014,fea28d8,ensure that allocatable_double_2d types are initialized,0
4015,1ec9e58,Merge pull request #504 from andeplane/hexorder_fix,0
4016,d41c617,Merge pull request #509 from akohlmey/add-atomonly-npair-for-omp,0
4017,9a7207e,Merge pull request #511 from akohlmey/add-compute-cnp,0
4018,6694529,Merge pull request #515 from stanmoore1/remove_fences,0
4019,79341ac,Merge pull request #516 from akohlmey/check-rigid-overlap,0
4020,86369fe,Merge pull request #517 from akohlmey/select-rigid-reinit-option,0
4021,576b7f1,Merge pull request #519 from Pakketeretet2/USER-MANIFOLD-gaussian-bump,0
4022,178eff2,Merge pull request #520 from stanmoore1/kokkos_update,0
4023,30177c4,Merge pull request #521 from pastewka/17_dump_nc,0
4024,5c5b4ff,Merge pull request #522 from akohlmey/tip4p-cleanup-refactor,0
4025,a4bc233,Merge pull request #525 from akohlmey/user-tally-refactor,0
4026,7227bc4,Merge pull request #526 from andeplane/vashishta_gpu,0
4027,0a6b3f8,Merge pull request #527 from dstelter92/master,0
4028,1a29048,Merge pull request #531 from ohenrich/user-cgdna,0
4029,b62d526,"Revert ""avoid undesired negative forces for high particle velocities in granular models""",0
4030,d3c90f3,Merge pull request #510 from akohlmey/collected-small-changes,0
4031,0588c38,Merge pull request #513 from v0i0/bugfix-airebo-nconj-kronecker,0
4032,9aa450b,Merge pull request #528 from akohlmey/no_static_in_ring_comm,0
4033,77ca68a,Changed affiliation,0
4034,8728a8d,restore heuristics for checking against integrators that broke after PR #499 was merged,0
4035,2a6f026,mergesort performance improvements,0
4036,bc02415,Merge pull request #532 from akohlmey/restore-heuristics-in-fix-shardlow,0
4037,9b9f6d6,USER-INTEL upgrade from M Brown,0
4038,3c7417f,Merge pull request #497 from lammps/add-user-reaxc-omp,0
4039,34cfc7b,Merge pull request #490 from EmileMaras/NEB-Change,0
4040,06fe703,add missing mergesort header,0
4041,32b967e,add rigid body overlap warnings to change_box and delete_atoms,0
4042,9f852f5,Improve C++-ness  eliminate some macros,0
4043,b45a951,remove ambiguous access conflict to fm_exp() in pair style agni/omp after moving fm_exp() to math_special.h,0
4044,bdd908c,update documentation for USER-MEAMC package and pair style meam/c,0
4045,6b289b0,change incorrect EINERTIA constant in rigid body integrators from 4.0 to 2.0 (same as in other integrators),0
4046,cfeb9b5,Merge branch 'collected-small-changes' of github.com:akohlmey/lammps into collected-small-changes,0
4047,078f2a0,Convert/Reindex phir* arrays,0
4048,420db44,print incompatible pair style warnings in USER-TALLY only on MPI rank 0,0
4049,b011431,refactoring of USER-TALLY computes to handle sparse and hybrid systems,0
4050,7a05d87,update USER-TALLY examples,0
4051,1175152,remove dead code,0
4052,29e60fa,Move rho/gamma arrays to fields of MEAM  remove arguments and arrdim macros,0
4053,8500a19,whitespace cleanup,0
4054,eeff0b8,Added vashishta GPU package for NVidia,0
4055,720af5c,Added vashishta to OpenCL makefile,0
4056,8441307,Removed non-general CUDA-dir in makefile,0
4057,5f93418,Removed debug output,0
4058,0ad66ec,Added compute_scalar to fix_grem for easier output managment  updated example to show use,0
4059,3214d63,removed unneeded .gitignore,0
4060,e7634a4,updated thermo_modify in example,0
4061,e139a7f,Updated docs for vashishta/gpu,0
4062,fcc387f,change ring communication API to no longer require a static variable pointing to 'this' of the caller,0
4063,1f17e8e,remove need for static class member variables in Dump and Irregular,0
4064,f57f1ef,Setting lattice to NULL before creating,0
4065,0661230,avoid undesired negative forces for high particle velocities in granular models,0
4066,167a515,support atom style variables for assigning image flags with the set command,0
4067,5c6f63d,Merge branch 'fix_adapt_doc_fix' of https://github.com/Pakketeretet2/lammps into collected-small-changes,0
4068,43efe9e,adding Pair::single() support to python pair style and examples,0
4069,1d48f28,add partial documentation for pair style python,0
4070,67962b1,a bunch refactoring changes in the python pair style and the examples,0
4071,9725708,update pair style python docs,0
4072,9833f38,change coulomb example to use cutoff coulomb,0
4073,436d3fd,make hybrid example use half the atoms with python  half with lj/cut,0
4074,09f3b68,new long-rance example with using hybrid/overlay and table only for lj part,0
4075,8d46aa6,add readme file to discuss various python pair style usage examples,0
4076,24654ad,small formatting corrections to pair python style,0
4077,0208fe9,update example outputs,0
4078,bd11479,lock the sphinx command to version 1.5.6  since version 1.6.x seems to break one of the extensions we use,0
4079,4b1914a,update citations for multi-element edip potential,0
4080,95dae97,Merge pull request #488 from lammps/neigh_occasional_bugfix,0
4081,ce18524,Merge pull request #480 from akohlmey/pair_morse_smooth_linear_bugfix,0
4082,683f3d9,Merge pull request #481 from akohlmey/collected-small-changes,0
4083,4b61cf6,Merge pull request #483 from akohlmey/airebo-spline-bugfix-refactor,0
4084,aa09f45,Merge pull request #484 from akohlmey/add-gao-weber-styles,0
4085,30babd8,Merge pull request #485 from akohlmey/pair_settings_cut_bugfix,0
4086,5d38cbb,Merge pull request #487 from akohlmey/pair_edip_multi_element,0
4087,cb3344a,Merge pull request #489 from akohlmey/thread-safe-biasing,0
4088,640edbc,added several features to the NEB,0
4089,6ac9b7a,Merge pull request #482 from akohlmey/add-pair-python,0
4090,26d71b6,convert bigint values for bonds/angles/dihedrals/impropers to doubles when evaluating those keywords in variable expressions,0
4091,278b9f7,move pair gw and gw/zbl to USER-MISC package,0
4092,6032b88,Merge branch 'exaalt' of gitlab.com:exaalt/lammps into exaalt,0
4093,9871368,added alternative linking line for intel mkl,0
4094,51fc386,correct the inner loop range for resetting cutoffs when redefining a pair style,0
4095,6a1f7e6,provide reference output for python pair style inputs,0
4096,fb7164a,replace pow(x -0.5) with 1.0/sqrt(x),0
4097,eb6f6a7,dead code removal,0
4098,0a40a7a,whitespace cleanup,0
4099,93cc6f4,Use in syntax for key lookup for Python 3 compatibility,0
4100,d9d4ef1,add gao-weber potentials (regular and with ZBL core) with SiC potential files,0
4101,69ccbd1,Extract common wrappers to Python compatibility header,0
4102,d66a696,avoid preprocessor warnings  by placing Python.h include file on the top  as suggested by python docs,0
4103,14f3dee,Minor coefficient lookup improvement,0
4104,a6f0d70,Merge branch 'add-pair-python' of github.com:akohlmey/lammps into add-pair-python,0
4105,d807ba1,whitespace cleanup,0
4106,085f3af,fix typo in docs,0
4107,66084ad,fix typo in rerun docs. closes #486,0
4108,ca87e57,improved version of AIREBO splines based on a suggestion by markus hoehnerbach,0
4109,35e9273,import multi-element compatible pair style edip as edip/multi,0
4110,d2810f9,port thread-safe temperature biasing from LAMMPS-ICMS,0
4111,8936b99,add contributed SiC.edip potential file,0
4112,7caf6cf,Change how a Python pair style is loaded,0
4113,96f0a82,simplify class names in pair style python examples. add SPC/E water example,0
4114,13e16dc,update log files for pair style python examples,0
4115,a34c935,update log files in python pair style example,0
4116,45becfb,correct author attributions,0
4117,34dbf6b,do not compute properties twice,0
4118,9db9fc9,Merge pull request #491 from akohlmey/fix-bigint-thermo-in-variables-bug,0
4119,b28ecd4,update docs before patch release,0
4120,4b8d2e8,triclinic member variable is referenced in destructor and thus must be initialized in constructor,0
4121,c3f6e27,augment documentation for newly added multi-threaded reax/c styles,0
4122,f1ec6dc,dead code removal and reformatting,0
4123,5b1e582,prevent segfault when defining pair_style comb3 without arguments,0
4124,2055110,Fixed typo in dox.,0
4125,de446ac,Merge branch 'user-manifold-doc-fix' of https://github.com/Pakketeretet2/lammps into doc-fixes,0
4126,c033912,add missing neighbor list class definitions to USER-OMP,0
4127,ba0ddea,Using correct ndegree instead of nnn,0
4128,32c87f3,removed a bug in fix_neb.cpp which prevented the freeend to work properly  plus added an example for the neb freeend,0
4129,c904cfb,removed a bug in fix_neb.cpp which prevented the freeend to work properly  plus added an example for the neb freeend,0
4130,d93938f,displace_atom rotate needs to operate on unwrapped coordinates with image flags set to zero,0
4131,4ae3147,must not use strtok() in library function as it is not re-entrant and may be used inside LAMMPS commands,0
4132,53e7fee,Merge branch 'doc-fixes' of github.com:akohlmey/lammps into doc-fixes,0
4133,092806a,no need for special whitespace handling in library interface,0
4134,22fdb1f,SNAP changes by Aidan,0
4135,32db466,Merge pull request #460 from andeplane/gcmc_fix,0
4136,cff4e4a,Merge pull request #468 from andeplane/gcmc_fix_nlocal,0
4137,f4f975e,Merge pull request #495 from akohlmey/doc-fixes,0
4138,952b18f,Merge pull request #494 from rbberger/small_updates,0
4139,286d4f2,Merge pull request #506 from lammps/snap,0
4140,cace3e3,Added missing :pre to doc/src/fix_adapt.txt,0
4141,75b567a,"add ""atomonly"" optimized neighbor list build styles to USER-OMP",0
4142,03ab8d0,major neighbor list style whitespace cleanup,0
4143,2cf83d9,Updating from master to 19May17,0
4144,88d4150,remove trailing whitespace,0
4145,0f88348,Merge pull request #492 from lammps/pre-patch,0
4146,3fd91a2,avoid use '&&' and '||' instead of 'and' and 'or' for consistency,0
4147,941b737,Merge pull request #493 from akohlmey/doc-and-example-fixes,0
4148,8daba01,some small formating change but does not work anymore,0
4149,8751850,a few formatting fixes for pair style python,0
4150,9593e05,Force PDF documentation build to fail on first error,0
4151,069f3e7,small formating changes,0
4152,d4ee03c,changed doc links,0
4153,2225fce,patch 19May17,0
4154,c2bf326,formatting cleanup. combine 8 MPI_Allreduce() calls into 1,0
4155,6ef79d3,silence several compiler warnings,0
4156,8bc829c,change example inputs to be backward compatible,0
4157,4780d72,use '&&' and '||' instead of 'and' and 'or' operators for consistency,0
4158,0e3cfbc,remove trailing whitespace,0
4159,7185db9,NEBLongRange was incorrectly set to false by default. revert to true.,0
4160,06a4f47,Merge remote-tracking branch 'upstream/master' into small_updates,0
4161,f73fd06,rename nall class member to numall to avoid confusion with the common convention nall = atom->nlocal+atom->nghost,0
4162,081910a,do not try to free null communicators,0
4163,6260167,when growing arrays with reallocate  always check against atom->nmax and not atom->nlocal or else these arrays may be of inconsistent size and communication can lead to data corruption,0
4164,bdfb7c6,Remove unused code detected by coverity CID 177700,0
4165,9008a31,more formatting cleanup,0
4166,4002dce,restore explicit NAN constants in output,0
4167,4f9e7cb,Cleaned up docs for pair_mores  a missing :pre ruined formatting.,0
4168,5345ad2,merge in the remainder of the USER-REAXC-OMP code. still a lot of work to do. compiles only with -fopenmp active,0
4169,c1b0b1b,restore old qsort() based code and add preprocessor directives to switch,0
4170,9b8de3b,remove ifdefs for selecting between plain and hybrid merge sort. use hybrid only.,0
4171,da0dcbe,Updating to master,0
4172,e625e79,safer handling of processors w/o local atoms,0
4173,bbfe167,Adjust .gitignore,0
4174,1c6533e,Working on short neighbor list for tersoff/gpu,0
4175,77c6018,Minor cleanups for tersoff/gpu,0
4176,34fe227,Added short neighbor list implementation for tersoff/zbl/gpu and tersoff/mod/gpu,0
4177,ea2b01e,Refactored 3-body gpu styles to remove code duplication,0
4178,6b2d321,Add missing globals in library interface,0
4179,8d592f4,Finalized code for lib/kim/install.py,0
4180,c29e8fb,Updated lib/kim/README file to go along with new install.py,0
4181,b5e9e90,white space cleanup,0
4182,8c9db3e,Built 2-body short neighbor list and used for 2-body kernels in tersoff gpu styles,0
4183,cdac5f4,Built 3-body short neighbor list for the 3-body kernels using per-pair cutoffs for vashishta gpu style,0
4184,5a1e020,updated the credits and citations for pair style reaxc/omp and qeq/reax/omp,0
4185,c8939d8,clarify explanation of body style molecule in rigid fixes,0
4186,f7f4a24,whitspace cleanup,0
4187,f717a70,tools/Makefile: remove remains of data2xmovie,0
4188,ddc9621,remove absolutely last reference to xmovie,0
4189,a9ff593,avoid segfault when calling enforce2d before langevin data has been initialized,0
4190,09bb687,Correct indentation,0
4191,0b5a2e1,Add way of getting correct ctypes integer type for bigint  tagint  and imageint,0
4192,6b19016,cmake: initial commit,0
4193,01e8483,avoid accessing uninitialized data when exiting LAMMPS early,0
4194,d0cc1df,changes to SNAP virial from Aidan,0
4195,d3a45f6,Merge pull request #560 from aershadinia/master,0
4196,6820607,Supported short neighbor lists for 3-body kernels in sw/gpu and vashishta/gpu,0
4197,71ddcaf,whitespace cleanup,0
4198,fe888e4,add support for recomputing normalization factors and finite size correction during,0
4199,cbd8f99,Restrictions Added,0
4200,5eb5391,Add reference to example,0
4201,e0521f2,Added reference to example directory.,0
4202,ff761d6,Sync AIREBO USER-OMP implementation.,0
4203,894e0c3,simplify parsing of optional arguments,0
4204,8c3f694,remove unused variables to silence compiler warnings,0
4205,4de9cec,make old_velocities allocation safer while retaining the test for nlocal,0
4206,fa469ae,add polyethylene airebo example for future reference,0
4207,b1b399d,update readme for examples,0
4208,1bf1cb1,Updated credits,0
4209,b720f39,Restrictions Added,0
4210,8e279d4,Examples moved,0
4211,8be6d5b,Merged two doc files,0
4212,92831f1,Merge branch 'master' of https://github.com/aershadinia/lammps,0
4213,f5440a7,Merge branch 'master' of https://github.com/aershadinia/lammps hello,0
4214,4ee7c6f,remove code without effect,0
4215,0423971,whitespace cleanup,0
4216,87af3b1,Merge pull request #564 from lammps/fix-external,0
4217,4339379,patch 6Jul17,0
4218,47649ff,some edits to make examples more illustrative.,0
4219,b0be8b2,Further work on lib/kim/install.py,0
4220,7193fff,make example input / output conform with LAMMPS conventions (no dump files  no log command) and update reference outputs,0
4221,a62eb43,"Delete ""fix_wall_region_ees.txt""",0
4222,ef2f498,Merge pull request #566 from akohlmey/compute_rdf_dynamic,0
4223,e58bcd8,Merge pull request #568 from akohlmey/fix_gcmc_parallel_workaround,0
4224,b64849d,Merge pull request #569 from ellio167/kim-install-py,0
4225,d079b2f,CreateStyleHeader: use temp file,0
4226,c07adac,add support for LAMMPS_GZIP,0
4227,bbb4d63,use neighbor list exclusions instead of a zero cutoff,0
4228,d5dcb3d,add support for KSPACE,0
4229,cc9b386,Merge pull request #577 from v0i0/airebo-kim-difference,0
4230,296e572,better Install.py script for KIM from Ryan Elliott,0
4231,0a6e9c8,added ENABLE_ALL option,0
4232,335ef11,Added style header generation with CMake,0
4233,e5405cd,AIREBO: Add doc about OpenKIM issue,0
4234,c7e218f,Merge branch 'cmake' of github.com:junghans/lammps into cmake,0
4235,b859795,Add CMake support for more packages,0
4236,5e841bf,Added USER-OMP support to CMake build,0
4237,1c92eec,move updated gauss_flow example to the correct folder,0
4238,b15f75d,Merge branch 'cmake' of github.com:junghans/lammps into cmake,0
4239,3f29738,"Revert ""do not allow pairwise cutoffs <= 0.0. avoids undefined behavior and division by zero errors""",0
4240,4ec0742,avoid division by zero when using cutoff 0.0 with pair_modify shift yes,0
