,hash,message,buggy
5070,5eefd2e,Change add/remove_ghosting/coupling_functor APIs,0
5071,a24df96,Store MeshBase& in DofMap,0
5072,f52ae7c,Unset _dof_coupling in DofMap::clear(),0
5073,870fa44,Reset ghosting functor status in DofMap::clear(),0
5074,693fcfc,Add default coupling functor to DofMap,0
5075,c7e0e5e,Remove now-redundant coupling code,0
5076,dfef43d,Handle empty vectors more elegantly,0
5077,28e9c08,Update bundled Eigen from 3.2.5 to 3.2.9.,0
5078,b9471d3,Merge pull request #1066 from jwpeterson/update_eigen,0
5079,6674810,Add DenseMatrix routines to compute left and right eigenvectors.,0
5080,4cbe9a5,Implementing wrappers for MPI_Scatter operations,0
5081,0d50454,Give coupling functors to SparsityPattern::Build,0
5082,1ff3ff5,Inform ghosting_functors of delete_remote_elements,0
5083,1961d15,Merge pull request #1049 from friedmud/dof_reorder,0
5084,eca4e2e,Run contrib/bin/reindent.sh on src.,0
5085,6900d1c,Make reindent.sh work on multiple files.,0
5086,282eda6,Run contrib/bin/reindent on include.,0
5087,28c9c6d,Run contrib/bin/reindent on examples.,0
5088,a2e055a,Merge branch 'reindent',0
5089,8406aac,Merge remote-tracking branch 'friedmud/dof_reorder',0
5090,0ef76b2,Add get_array() capability to PetscVector closes #1050,0
5091,d6484f3,Build default GhostingFunctor in MeshBase,0
5092,3a4d008,connect_families *after* ghosting functors,0
5093,55abfe6,Use ghosting_functors alone for MeshCommunication,0
5094,a68a631,Merge pull request #1057 from roystgnr/ghosting_functors,0
5095,ae0b9c0,Move SparsityPattern code to sparsity_pattern.C,0
5096,00bf409,Add coupling+algebraic ghosting functors to DofMap,0
5097,d87767d,Update traffic.,0
5098,e93e9bb,Set _initialize flag to false on clear(),0
5099,0ec8c7f,Merge pull request #1060 from dschwen/point_locator_initialized,0
5100,83c7712,Update statistics for July 2016.,0
5101,31fc07b,DenseMatrix::_evd_lapack() can use simpler dgeev() instead of dgeevx().,0
5102,ac17843,Merge pull request #1056 from friedmud/petsc_vector_array,0
5103,46e6501,Add unit tests of 3x3 eigenvalue calculations.,0
5104,867241f,Quiet down a noisy DofObject unit test.,0
5105,0550c4e,Merge pull request #1061 from jwpeterson/evd,0
5106,58ca287,Update citations.,0
5107,48898f9,Never return remote_elem from DefaultCoupling,0
5108,364a3c4,Add vector of vector scatter implementation Add unit tests,0
5109,4c13997,Removed libmesh_experimental() from RBParameterized.,0
5110,8104ebc,Update traffic.,0
5111,2e18cd8,Remove atavistic comment,0
5112,6301341,PerfLog in DefaultCoupling functor,0
5113,e4ead07,Add default algebraic coupling functor to DofMap,0
5114,2645335,Update citations.,0
5115,0879353,Merge pull request #1072 from friedmud/master,0
5116,46e29c1,Remove libmesh_parallel_only() from libMeshInit destructor.,0
5117,84577d0,Remove non-functor send_list code for neighbors,0
5118,cd30c06,Merge pull request #1074 from jwpeterson/remove_throw,0
5119,22a9f0b,Add support for --drop-cerr command line argument.,0
5120,1d44da7,Merge pull request #1075 from jwpeterson/drop_cerr,0
5121,8a49ea2,Better documentation for FEMContext::<elem side edge>_reinit,0
5122,dda659a,Merge pull request #1077 from pbauman/femcontext-doc-update,0
5123,111e82b,Merge pull request #1076 from dschwen/mpi_ad_cache_race,0
5124,596820f,Add BoundaryVolumeSolutionTransfer class.,0
5125,9294fca,Update Makefile.am's.,0
5126,4337505,Run boostrap.,0
5127,d651808,Merge pull request #1078 from jwpeterson/bvst,0
5128,b74f912,Remove no-longer-used variable,0
5129,58850ac,Add DofMap::is_evaluable(),0
5130,1f261dc,Update traffic.,0
5131,5484a37,More fine grained ParmetisPartitioner logging,0
5132,8c6caf3,Remove or optimize expensive asserts,0
5133,2f4db00,GhostingFunctor needs 2 reinit options,0
5134,3b9f576,DofMap::*functor APIs need not specify a MeshBase,0
5135,32bcac7,Call GhostingFunctor::*reinit() appropriately,0
5136,930ced7,Merge pull request #1071 from jwpeterson/metis_fix,0
5137,b1af895,Remove memory churn in compute_affine_map  improving threading performance,0
5138,a89907f,Make sure that every interior neighbor is actually in the same Mesh.,0
5139,767cd03,Add new tests to build system,0
5140,fb38dae,Update citations.,0
5141,cfdf2f7,Don't get family trees of remote_elem,0
5142,cab76ad,Don't try to remove ghosting functors we don't have,0
5143,f8d9b02,Handle remote_elem neighbors higher up,0
5144,67d86aa,Factor out handle_vi_vj,0
5145,f36c301,Merge pull request #1067 from permcody/issue_1062,0
5146,ffc2022,Add merge_ghost_functor_outputs helper,0
5147,04728c6,Add DofMap ghosting functor results to send_list,0
5148,640e04d,Use merging helper function in SparsityPattern,0
5149,dc339c1,Add unit tests for Euler(2)Solver,0
5150,d3f083b,Add NewmarkSolver unit test,0
5151,9d2f18e,bootstrap,0
5152,d7a5c0b,Use vectormap::find() to avoid extra lookup.,0
5153,fe32f8b,Only call elem_fe_reinit in elem_reinit if there's mesh motion,0
5154,45744d0,Add initial reinit_func(1.) call in Euler2Solver,0
5155,0b40def,Add Euler2Solver unit test for second order,0
5156,13f6fcb,Add NewmarkSolver setters for beta  gamma,0
5157,48ecc26,Add reinit_func to NewmarkSolver  call in residual,0
5158,0657125,Rework NewmarkSolverTest a bit,0
5159,2dd3138,Add new NewmarkSolver unit test,0
5160,a51b5dd,Merge pull request #1068 from pbauman/scalar-time-solver-test,0
5161,ee4ad7c,Don't assume interior_parents() are always part of the same Mesh.,0
5162,cf98604,Add iterator typedefs to vectormap.,0
5163,bdbc506,Add vectormap::find() const and non-const versions.,0
5164,28774c8,Compile GhostPointNeighbors code,0
5165,d022f21,include set header,0
5166,5606beb,Add GhostPointNeighbors class,0
5167,3ac5d38,Warn of future API changes,0
5168,27dca2c,inserted check for second derivatives to account for respective option.,0
5169,4d806b4,Merge branch 'fix_warning',0
5170,630889b,Merge pull request #1012 from snschune/mesh_function_disc_1011,0
5171,6ed2665,Add versions of System::point_{value gradient hessian}() taking an Elem *.,0
5172,b867d24,Add discontinuous_gradient and tests (#1011),0
5173,43337c3,added check to have infinite elements.,0
5174,56d54eb,"Reduced Basis change: Removed ""extra"" interpolation data from EIM.",0
5175,250baf8,Merge pull request #1018 from jwpeterson/point_value,0
5176,9e5547a,Merge pull request #1019 from dknez/EIM_simplification,0
5177,ead2942,Reduced Basis change: Add a mesh function tolerance in RBEIMConstruction.,0
5178,4b328a1,Update citations.,0
5179,95070ab,Update traffic.,0
5180,8aed402,Update statistics for June 2016.,0
5181,d76ae2e,Remove deprecated statistics plots.,0
5182,e0f5909,Regenerate statistics PDFs.,0
5183,a58bb96,Merge branch 'update_statistics',0
5184,9905983,Merge pull request #1020 from jwpeterson/netcdf4_fix,0
5185,a433f75,Ignore CPPUnit warnings from new unit test.,0
5186,3180a15,Got DenseMatrix SVD working with --enable-complex and updated unit test.,0
5187,c9ec3c4,Merge pull request #1021 from dknez/svd_complex,0
5188,6d55dd6,Update traffic.,0
5189,b25f261,Update citations.,0
5190,2492289,Update .mailmap.,0
5191,24a63d7,SNESSetFromOptions already calls KSPSetFromOptions.,0
5192,73d8d23,Merge pull request #1026 from jwpeterson/petsc_set_from_options,0
5193,cef6e67,Ignore warnings from clang about variadic macros.,0
5194,f40a283,Merge branch 'better_defaults',0
5195,cd9dacc,Only do asserts if variables are available.,0
5196,0a31cf5,Update LOC count for June 2016.,0
5197,f92f487,Modify Elems *before* we might delete them,0
5198,71c2b44,Merge pull request #1006 from roystgnr/better_parmesh_test_fix,0
5199,69210f1,Merge pull request #879 from friedmud/nonblocking_packed_range,0
5200,efdff82,Tweak documentation a bit more.,0
5201,bbe9e74,Update traffic.,0
5202,5e00851,Merge pull request #1010 from andreasbuhr/fix_vtk_6,0
5203,ec45361,changed default values to be more physical and added a warning.,0
5204,e257f1a,Modify point locator to locate points on faces belonging to multiple elements (#1011),0
5205,8e70531,Add methods to evaluate multivalued mesh functions at points  e.g. discontinuous FEM on faces (#1011),0
5206,d61bdde,Added missing TRISHELL3 cases in FE classes.,0
5207,5619b65,Update citations.,0
5208,914472d,Add test for discontinuous value of mesh function at faces (#1011),0
5209,c481ebd,Merge pull request #1015 from jwpeterson/boost_update,0
5210,43ac7cc,Ignore deprecated-declarations warnings from CPPUnit macros.,0
5211,8fc6bbd,Merge pull request #1013 from jwpeterson/rm_deprecated,0
5212,3924549,Merge pull request #1014 from jwpeterson/deprecated_declarations,0
5213,6a7f28b,Update boost subset from 1.55 to 1.61.,0
5214,f02810a,Update the list of boost headers to install.,0
5215,dcfce20,Update test_boost.cc for boost >= 1.57.,0
5216,4f286fe,We no longer use the boost_copy.sh script.,0
5217,fc98a13,Update the README instructions for building Boost.,0
5218,a9cebf4,Run bootstrap.,0
5219,5008976,Bump the minimum required version of boost for libmesh.,0
5220,c0a9224,Update citations.,0
5221,9052141,Add --ldflags to instructions for building libmesh apps by hand.,0
5222,41c5926,Update traffic.,0
5223,ae45822,Call libmesh_convergence_failure() from TypeTensor::solve inverse().,0
5224,235aa16,GhostingFunctor::redistribute() in Mesh redist(),0
5225,a1bc9c7,Update citations.,0
5226,dbfd604,Merge pull request #1044 from dknez/complex_svd_fix,0
5227,834b85a,Update traffic.,0
5228,2a846fb,Ignore unused variable warnings from SLEPc.,0
5229,e766d90,Ignore macro-redefined warnings from clang.,0
5230,e1814ed,Guard Trilinos headers with ignore/restore warnings.,0
5231,fe99fcc,Ignore more classes of warnings.,0
5232,db2df71,Merge pull request #1045 from jwpeterson/fix_warnings,0
5233,d13918b,Adding GhostingFunctor base class,0
5234,d271fda,Link and redistribute ghosting_functor.h,0
5235,3da3ef8,Keep a set of GhostingFunctors in MeshBase,0
5236,7d09139,Weaken remote_elem neighbor assertion,0
5237,26629b3,Update to how we use _use_close_to_point_tol in PointLocatorTree.,0
5238,e9b5ed5,Weaken remote_elem children tests,0
5239,8a3b25c,Inactive local elements may have remote neighbors,0
5240,30a4361,Add active_unpartitioned_elements iterators,0
5241,8b5d4ee,Refactor ghosting policy,0
5242,da62a4c,Add some tests for manual indexing of dof indices,0
5243,112f642,Updates to systems_of_equations_ex8.,0
5244,21ef197,New ghosting when redistributing Mesh,0
5245,c8d0bfe,Check ghosting_functors during redistribute(),0
5246,092186b,Merge pull request #1051 from dknez/systems_of_equations_ex8,0
5247,24af230,Merge pull request #1052 from roystgnr/reduce_overghosting,0
5248,a9b01f6,query_ghosting_functors for redistribute+delete,0
5249,1646f38,Merge pull request #1041 from dknez/out_of_mesh_mode_change,0
5250,d1d0042,Merge pull request #1038 from roystgnr/avoid_parallel_xdr,0
5251,6762318,Handle exception thrown from TypeTensor::solve in FE::inverse_map().,0
5252,06fe812,Document BoundaryInfo behavior on DistributedMesh,0
5253,52610b1,Merge pull request #1029 from jwpeterson/fix_braindamage,0
5254,ce063db,Remove deprecated BoundaryInfo::boundary_id() call in build_cube().,0
5255,0431ff7,Remove deprecated boundary_id() call from meshbcid.C,0
5256,c7a630f,Remove deprecated BoundaryInfo::boundary_id() call from MeshTools::all_subdivision().,0
5257,bf1ef23,Ignore deprecated-declarations warnings from misc_ex12.,0
5258,5da77e8,Ignore deprecated-declarations warnings from Laspack unit test.,0
5259,0791423,Remove PointLocatorList.,0
5260,02e5439,Update Makefile.ams.,0
5261,19bce48,Run bootstrap.,0
5262,e29c1e5,Stop GCC 6.1 screaming like a banshee,0
5263,c3e9b99,Merge pull request #1030 from jwpeterson/solve_except,0
5264,b5ea7ec,Merge pull request #1033 from jwpeterson/rm_point_locator_list,0
5265,793886d,Merge pull request #1040 from jwpeterson/junchao_zhang,0
5266,eb03b2d,Merge pull request #1032 from roystgnr/better_boundary_info_documentation,0
5267,4733b60,Merge pull request #1031 from roystgnr/cant_disable_pedantic,0
5268,5755ce4,Add libmesh_try/catch macros.,0
5269,dcbdbb2,Merge pull request #1035 from jwpeterson/disable_except,0
5270,6c46645,Merge pull request #1036 from jwpeterson/hypre_lib,0
5271,6727728,Don't WRITE_PARALLEL_FILES xdr unless requested,0
5272,af49932,Update traffic.,0
5273,3159040,Update citations.,0
5274,6021c17,Update citations.,0
5275,7e91f3f,Use consistent type in ErrorEstimator::reduce_error().,0
5276,cf2278a,Use n_active_elem when flagging by elem fraction.,0
5277,3968f59,Use GhostingFunctor interface in misc ex9,0
5278,67bd327,Handle crack lookup reinit on distributed meshes,0
5279,941e959,Run bootstrap.,0
5280,183d822,Merge pull request #1125 from roystgnr/options_fixes_2,0
5281,1190d72,Merge pull request #1114 from roystgnr/no_mpi_fixes,0
5282,5287f23,Merge pull request #1115 from jwpeterson/sys_ex_2_and_3,0
5283,6c9894a,Merge pull request #1116 from roystgnr/more_complex_fixes,0
5284,241f44f,Convert base_qrule to UniquePtr.,0
5285,8a085a6,Convert radial_qrule to UniquePtr.,0
5286,c8bbce8,Convert base_elem to UniquePtr.,0
5287,175c2b1,Convert base_fe to UniquePtr.,0
5288,c922dba,Delete 'separator' lines from docs.,0
5289,329a3a1,Merge branch 'inf_unique',0
5290,d15c44e,Use static_cast  not C-style casts,0
5291,ad378bb,Merge pull request #1117 from roystgnr/options_fixes,0
5292,1389b29,Update traffic.,0
5293,a918fc5,Merge branch 'inf_fe_fix',0
5294,8a9b9ea,Update traffic.,0
5295,89f77a9,DofMap::gather_constraints() helper function,0
5296,063b365,Use gather_constraints in allgather_constraints,0
5297,e5900ea,Add an interface for passing the transpose nullspace to PETSc (#1121),0
5298,ec6fc49,Update citations.,0
5299,6db9e37,Merge pull request #1120 from roystgnr/scatter_ghost_coupling_constraints,0
5300,c610216,Merge pull request #1123 from roystgnr/parallel_const_tweaks,0
5301,f057e8c,Merge branch 'traffic',0
5302,0189185,Update citations.,0
5303,90240a5,trivial change to test new JSC buildbot,0
5304,341949c,Use a const_cast in one final MPI call,0
5305,2ab5a7a,Don't throw an exception in a destructor,0
5306,592e325,Merge pull request #1111 from jwpeterson/unique_test,0
5307,ddb9e17,Merge pull request #1112 from roystgnr/unique_ptr_in_examples,0
5308,744796a,Merge pull request #1113 from roystgnr/complex_test_fixes,0
5309,aa8c038,Remove unnecessary includes,0
5310,9191434,Merge pull request #1105 from jwpeterson/fix_unit_test,0
5311,527ae1a,Update citations.,0
5312,38b2814,Update traffic.,0
5313,b957fc1,Update citations.,0
5314,07f9dea,Update statistics for Sep 2016.,0
5315,cd573e1,Merge branch 'statistics',0
5316,d16c9de,Comments about DirichletBoundary variable ordering,0
5317,7e90978,Move DirichletBoundary methods to .C file,0
5318,59637c0,Re-bootstrap,0
5319,3ae8517,include function_base.h,0
5320,dccc250,Add new DirichletBoundary constructors,0
5321,ea66051,Add first 2017 paper using libmesh.,0
5322,726ed84,scatter  specialized gather !HAVE_MPI cases,0
5323,550799b,Weaken asserts in System::point_*(),0
5324,1b092d9,Update System::point_value comment,0
